5.231095775785812307e-01,-4.340821671413389593e-01,1.394637032520422947e-02,-7.492866233045767377e-01,-1.609350020571769235e+00,-3.351518004514706939e-01,4.359223724197183181e-01,1.044783396078349025e+00,-2.936122056934312718e-01,-8.424075400024174654e-01,-1.176553008521713933e-01,1.400415092974388154e+00,-5.287969026336127865e-01,1.542047279080891009e+00,-1.067022329271998915e+00,-9.704560963926457673e-02,9.479961228785992455e-01,8.268285819083356913e-02,1.308731158323022670e-01,9.739419638591061412e-01,-6.325600254546285273e-01,-3.136177306414318355e-01,8.719494921612378491e-01,2.410122878911642896e+00,2.540936196262236768e-01,-4.668886224460881973e-01,-1.002708790373634251e-01,-7.228095017787685705e-01,-1.809664255707648661e-01,6.548355457201313623e-01
4.881895509379468590e-01,5.684692957767530919e-01,-5.467818996566498058e-01,-8.013925108638605410e-01,6.880887511517116417e-01,1.008097616963991694e+00,9.019077802619708262e-01,1.241941090208068151e-02,5.228995928742893179e-02,-3.989881018485866987e-02,4.614864503196117740e-01,-1.153296809517033283e+00,2.308101605731480155e-01,2.031221292330795125e-01,2.006812351233185243e+00,5.763220582959434068e-01,4.289460138752102525e-01,4.416938876300153805e-01,1.265701825328639396e+00,-1.386073040819477908e+00,1.083631167705406684e+00,-3.200314962846543820e-01,5.062651142312040164e-01,-1.803346959304497066e+00,8.416290049244140592e-01,-1.281009368057803854e+00,2.037684026020139871e+00,8.902757623480190841e-01,-2.834492460477335829e-01,8.646332055701215769e-01
-2.791640507229149915e+00,2.062210025983862438e-01,-4.629238699364055520e-01,-2.333417149423564485e-01,1.039168354912168024e-01,-1.069766274989077726e+00,-1.775384380045190946e+00,6.962627976684943043e-01,9.802982839974871965e-01,-8.800686336561772682e-01,1.687264681118791909e-01,-1.730216391536313791e+00,-1.061994475065271004e+00,6.357159541745016629e-01,7.889145913318248438e-01,-7.932839317362152531e-01,-1.067780443995350215e+00,-2.146097616850630441e-01,1.075286086316156631e+00,-1.493532242944431099e+00,1.152632832205159552e+00,3.082996063761771488e-01,1.111066388743876532e-01,-1.165930193022711725e+00,-2.265537402650008580e+00,5.667551440774203364e-01,-6.642365661090887663e-01,1.170217843736957919e+00,-1.502860196558499117e+00,-4.327702149738490989e-01
4.179701639003245983e-01,8.755789715169247645e-01,-7.236079113483706582e-02,-1.452220290059322405e+00,1.118899055371355145e+00,-3.883419279209655850e-02,-5.725671621238236364e-01,9.548177372966477894e-02,-3.266497805683188371e-01,-7.592575575532439780e-02,-3.426744069809150584e-01,2.004183193068840296e+00,-2.700277648883835369e-01,-1.118235684339641489e+00,4.704927556672902633e-01,-8.520666700644284886e-01,2.557096745484838674e-01,8.689121901890421995e-01,-2.128691068173076850e+00,2.274650544359659854e-01,-5.704982072025225337e-01,2.173029995911723578e-01,2.332419579354807204e-01,1.440787754300269619e+00,-2.803521574182890053e+00,2.960106326344124628e-01,6.468479015089293460e-01,3.567979566187247653e-01,4.297728793690109295e-01,-6.284934997082318731e-01
-3.136846247659612064e-01,9.569821220412411122e-02,-1.167089591887673805e+00,9.661701737377293986e-01,-1.223258920589122223e+00,-6.671264918134867106e-01,6.990349804989476334e-01,1.080834854614820095e+00,1.209779477077084442e+00,-1.009643066523139510e+00,1.696561530051384548e+00,-3.176961188815071169e-01,-8.200531419258387800e-01,4.466304722435617824e-01,-1.366844212260974745e+00,3.782977408012069831e-01,2.007396138120672191e+00,-2.898587381547559350e-01,9.209802466241238106e-01,-3.320231579656522936e-01,6.222798383635487207e-01,7.498250220267794752e-01,1.064451526705074036e+00,-1.607456738850657540e+00,-7.008673401937786096e-01,-1.521001884610145849e+00,9.272912464097238239e-01,-3.518008347996823826e-01,-2.043590209016512768e-02,1.289092701535400787e+00
1.305382480585245419e+00,-2.130647085786927963e+00,2.472293576878024923e-01,6.652480901282988857e-01,3.050152025667842715e-01,-1.011226285282922216e-01,-2.146357436290557974e+00,1.535229564433606031e+00,-5.654661006289740666e-01,-7.368728353229795358e-01,1.950376089933502644e-01,-2.120128417724915504e-01,-2.324492751162209880e-01,1.151190282712505064e-01,-2.136904072242753472e-01,-9.319412264773017096e-01,-6.955288762632865218e-01,-2.127263963606895458e-01,2.769594737330807743e-01,4.542366521934880774e-01,-2.207963015267956353e-01,5.787168731862383231e-01,1.204015992461699547e+00,-2.249184481326912177e+00,-2.053623795108894534e-01,1.374247589332070918e+00,-7.371727098102066889e-02,1.216569121564107459e+00,1.595467537989722351e-01,5.752691309299012845e-01
1.248198763931802346e-01,1.127783435788641597e+00,-5.178087350436405556e-02,-5.496472199684648841e-01,3.309583206162655111e-01,-4.882578687106938764e-01,1.628260948458008783e-01,-1.073012566268178425e+00,1.764713880485849318e+00,-1.446672686752963344e+00,-1.473309924523292347e+00,4.585035895711985776e-01,1.533584996473751350e+00,9.418518450329390612e-01,-7.774721837569652516e-01,7.366768289158946992e-01,-4.097671031660385377e-01,-1.486136877799813183e+00,-1.181064283865224551e+00,-3.266058912654291602e-01,-1.784630353163316197e-01,1.106438753018377102e-01,-1.506049030314493109e+00,8.475039922921628888e-01,1.496251064887544058e-01,4.613204767443894461e-02,8.471444111975017233e-01,-6.925521837187172125e-02,-4.301234763212850032e-01,-4.604818828015374566e-01
9.215051885873586368e-01,7.853701230414804613e-01,-1.676725320062763813e-01,-1.390057592711581302e-01,7.679597159525699546e-01,4.693679183643720831e-01,-2.960516645288796198e-02,-3.135214446753898931e-01,-1.208462465668882269e+00,-5.104039140809184527e-01,2.870787961474757233e-01,3.063145576202681020e-01,9.295798034561331136e-01,1.457637737887327756e+00,2.627888582624169911e-01,-2.635130636150443961e-01,1.005119838427462664e+00,1.587946007766026790e+00,2.736810602079912114e-01,-8.078903570297665260e-01,9.591425420885115738e-01,-2.515715711811832844e-01,-1.039255691503922163e+00,1.385716998044815851e+00,-6.023138650363676350e-01,1.922674433538176686e+00,-4.071768411126331678e-03,9.511418835909923875e-01,3.339862186675433442e+00,1.018224828167944906e+00
2.206265533974206550e-01,-2.214214688323208960e-02,9.408751388189524612e-01,3.813303743118213074e+00,-6.862824053105227584e-01,-2.463709945307936966e-01,-7.852767254684668297e-01,4.660258529430277297e-01,-6.606782614816147925e-02,2.820198582761562545e+00,2.838165896032813218e-01,-3.827123767212495808e-01,3.474088797704119047e-01,-1.752835663349760209e-01,-7.896129715916462288e-01,1.755988460471576973e-01,4.093984941524932419e-01,1.312354325677350442e+00,1.619340351879321904e+00,1.579135327669138444e+00,1.146487312183188945e-01,3.050165318847351870e+00,4.102829047538780194e-01,-1.468113997822989014e-01,-1.755996733295051904e+00,2.943435793746704970e-02,-1.171576444978612574e+00,2.615029083907460361e+00,-4.515250494225740430e-01,1.386480266765620362e-01
4.151755096091424013e-01,-9.761555452904280283e-02,2.160637699122942498e-02,-4.008704470783152618e-01,-9.841471251734972281e-01,-2.573804956441222980e-01,1.005366967318331306e-01,1.034727756714126423e+00,-2.001275285249083380e-01,-2.710488018271900446e-01,-1.165358278872454134e+00,-4.837682508623369904e-02,8.816377324462848497e-01,-7.722642236000537563e-01,-1.021757191954481891e+00,8.395815351800112181e-01,3.248582928364484035e-01,-5.347717026926573913e-01,-1.387383832358568103e+00,-4.984191484496182656e-01,-4.200193983206860771e-01,4.186164948442214762e-01,3.707900205485786249e-01,7.082695904816455057e-01,-1.843866721178134327e+00,-2.185786139147816720e-01,3.321101426783080734e-01,-6.794195104673844687e-01,4.630448240758948120e-01,2.857005019035277482e-01
