0.000000000000000000e+00,8.298170339413132979e+00,-1.797513940387305098e+01,3.080772311299214472e+00,1.367637303927706327e+01,7.848658373400198229e+00,5.703986311873626036e+00,1.959946161750576721e+01,2.088802791824508276e+01,-1.566865934695539586e+00,6.542298663868120201e+00,-7.248099182914326200e+00,1.148461150878456394e+01,1.385294636579415517e+01,-8.418593561227339706e+00,-1.120326676038372682e+01,6.005308507956651276e+00,3.138413601981928203e+00,5.096539489365965458e+00,-1.417740084186098670e+01,1.683505780311272915e+01,2.098298099274318318e+00,2.552729850379719334e+00,3.789555636972520958e+00,-1.625872239545697706e+00,2.103404279560611556e+01,1.206499766185425315e+01,5.288218409508832707e+00,-1.379236508021463692e+00,1.137382486966016693e+01,1.186221358828544936e+01,-1.292765945391244031e+01,-1.703745556537062456e+01
-7.325829458027653729e+00,0.000000000000000000e+00,1.392688188851309405e+01,-3.299199308200275027e+01,3.162990649500378559e+00,3.189931260885431996e+01,-2.657847753713864591e+01,1.906458231800013792e+01,-1.508969720336390985e+00,-7.973461759188004372e+00,1.000560922686791443e+01,3.050317821432496501e+01,1.754284631720176790e+01,-3.089656680230089947e+01,1.223746498104414826e+01,-1.249900077303564672e+01,-2.970962213866008028e+01,5.710569113433228594e+00,1.230291379466654433e+01,5.838457221061334579e+00,9.489107326710827905e+00,-1.412860713970301596e+01,9.411212005467925579e+00,9.566161038506349357e+00,2.478723356993866034e+01,-1.533547501053852358e+01,3.524643274831239381e+01,1.675410317893956336e+00,-1.282925561331624920e+01,1.239835729124993158e+01,1.857307420650741747e+01,3.829878372878989978e+01,1.752489149263855950e+01
1.829653491324746639e+01,-1.180297976195563869e+01,0.000000000000000000e+00,-5.111930968399297726e+00,3.026694349475408607e+00,5.567480435976030151e+00,-8.772906473611673306e+00,-1.916843834858873663e+01,-1.215269830683803676e+01,-1.026838838888146732e+01,1.675879791531187735e+01,-1.652137017375339578e+00,-2.228752660503038996e+00,9.516790537741391276e+00,-1.366169868687101641e+01,-8.648229945682782471e+00,1.593485586890386685e+01,8.101612276309303695e+00,3.605359675831610655e+00,1.382121730850057872e+01,-1.313437281908181831e+01,9.435471910306922894e+00,1.380726561411903219e+01,1.672972103997254933e+01,-7.712478596948831644e+00,4.351384521883532308e+00,-6.180713392965001773e+00,-6.083753539921579190e-01,6.870393578781024857e+00,1.741785690356249461e+01,-1.562837315780187808e+01,1.276927141093004359e+01,1.303367359119798063e+00
-2.504534176131461010e+00,3.092303669786339171e+01,6.233720125457764105e+00,0.000000000000000000e+00,1.436294922800532881e+01,-2.256704738563432855e+01,-1.411535888962098539e+01,-1.300966927270405193e+01,2.669019059267759619e+00,1.341342095368179876e+01,-2.090055582774365561e+01,2.003485324405783530e+01,-1.391796446360655537e+01,3.193238254361097095e+00,4.838317659600029685e+00,-4.788236616976319304e+00,7.147861103676430794e+00,1.742911781344963273e+01,5.845039212918366367e+00,8.573430552891640133e+00,2.150246677452556554e+01,-9.423680924245930512e+00,1.089303452883984491e+01,-1.789335102153648549e+01,1.147809360602605544e+01,8.382518655304899369e+00,-8.755470800322687097e+00,8.651540506707506850e+00,3.053873301165671794e+00,-1.269670803666633851e+01,1.716005585338432171e+00,1.181295740871971134e+01,-4.669333505248531857e+00
-1.370161565744651355e+01,-3.080680101429774886e+00,-1.417252695556874276e+00,-1.447771942715737126e+01,0.000000000000000000e+00,9.845130951772596006e+00,1.645047008044342718e+01,2.793212990379472060e+01,-9.578878076528836161e+00,-4.233147768741413408e+00,-1.480000814478966831e+01,1.201361102554915306e+01,1.362311350364202234e+01,-3.454005837485321972e+00,3.397871011969829880e+01,-1.217986901993349846e+01,1.605419715912821843e+01,1.524570589741711402e+01,1.920019291038877807e+00,7.969132472932235700e+00,6.128020353177689117e+00,9.147564357671317481e+00,-2.235723765837989774e+01,1.756882582011112959e+01,-1.752052326987925213e+01,-1.068989692644491640e+01,-2.195497563648091344e+01,-3.401736790116840048e+00,8.447829314119982058e+00,-4.780023065649456893e-01,-1.822530096819285816e+01,-5.923173263288465940e+00,-7.662720215157810877e+00
-6.915986488910957242e+00,-2.915279171198519137e+01,-5.314416229759579835e+00,2.221938797780929065e+01,-8.537817021422787533e+00,0.000000000000000000e+00,2.436301438619186399e+01,-2.271914795378873642e+00,-1.462664846676121222e+01,8.197261369196036540e+00,1.647695886134732834e+00,8.048126294023003169e+00,1.901998109495312006e+00,-1.190925761341564204e+01,-8.996648832109706007e+00,1.484543161438847925e+01,-7.063925027959387037e+00,2.081250249188053303e+01,8.495777455303880288e+00,-4.490119981752233258e+00,-5.320185884545061583e+00,-1.020214579090424678e+01,-1.683963625704329914e+01,-3.392546868244999558e+01,-4.727137985491637551e+00,2.680579645139666667e+01,-3.008661520219820140e+00,-9.668429723020095068e+00,-4.876308238310611110e+00,-5.088075541468909613e+00,1.891303534217930249e+01,6.233437312699256161e+00,-6.725079626433302593e+00
-5.499469108353321367e+00,2.526157977315260084e+01,8.681017547602623452e+00,1.374504042586944230e+01,-1.348088187640534841e+01,-2.673964902110812503e+01,0.000000000000000000e+00,4.975682170408180838e+00,-1.491300122981092358e+01,8.586014869252120985e-01,-1.642125359942907892e+01,-7.612195292295138138e+00,-2.619035091337178400e+01,8.584184291829586755e+00,1.509536698353868189e+01,2.204729650987841794e+01,2.265295918830001654e+01,2.987784268883768135e+01,1.563795494061820390e+00,5.977410842744837360e+00,6.796050891606800093e+00,-2.276313212666267738e+00,1.675016207085354480e+01,-2.487664510427425668e+01,-3.263135364440866049e+00,2.588596682124955350e+01,-3.646624450247751525e+01,-6.227057754568523507e+00,3.016882634383003303e+00,1.140622966918182790e+01,-2.804665498514129496e+01,1.192829669433393569e+01,-3.468656072458497164e+00
-1.811732333357574376e+01,-1.940646519750353249e+01,2.014783629414536392e+01,1.194472822248558153e+01,-2.789191118218957754e+01,4.285314779825897702e+00,-3.687281338002282194e+00,0.000000000000000000e+00,6.296131088000278098e+00,9.525338893727441913e+00,5.906722323401141672e+00,9.248188805669695256e+00,7.965952307274995370e+00,-2.419690314582802770e+01,-2.111115871030273539e+01,-1.268300980125284383e+01,2.920006262063935054e+01,-8.699245758215122137e+00,-1.880740955160161221e+01,4.991661970096394896e+00,3.993946864539832386e+00,2.251894403882294338e+00,-9.272873433499626117e+00,5.041600083701901269e+00,1.429817463990298698e+01,-7.940137799362816828e+00,-5.412669131099181463e+00,2.221638182151308882e+01,-1.249466699823973670e+01,-2.820059943278583248e+01,3.654645625205994008e+01,1.014573253184192048e+01,9.197558706094067560e+00
-1.971680012002188676e+01,1.933130495707414465e+00,1.360256448414396679e+01,-1.688413935735844529e+00,8.954410052819689270e+00,1.524762017010772119e+01,1.094765921237882900e+01,-7.762387603531935909e+00,0.000000000000000000e+00,1.438657083487431088e+01,-5.899305577843887427e+00,1.087469184750055007e+01,-7.036889185429257232e+00,-3.555213264816622587e+00,-1.727669818140394398e+01,-4.485030173147275256e-02,-2.063601326558864457e+01,-2.477502556263413069e+01,4.429520426576228687e+00,-2.032760906512422472e-01,2.921177047558423112e+00,9.057615539146301131e+00,2.042736159953069475e+01,1.041664891083636135e+01,3.051155628028620370e+01,6.596140263744838528e+00,-2.232734956486668310e+01,-2.678790749496168289e+01,1.392339730845381141e+01,-4.859448669042637725e+00,2.471002244903060685e+01,9.871402189907589886e+00,-9.162293747339393946e+00
4.175242573396998891e-01,8.438675738499485490e+00,9.614705443754152370e+00,-1.556884452815521946e+01,7.044405864985034071e+00,-6.620236818949418733e+00,-2.771626960849903565e+00,-8.541236376752575410e+00,-1.316872001692028249e+01,0.000000000000000000e+00,-1.702300289126398880e+01,-3.991044872879679239e+00,2.604563097416626505e+01,1.341892526684912035e+01,1.152192849512693229e+01,-6.439914111732938373e+00,8.652221231428456338e-01,1.357567807132723203e+01,1.132653627463316326e+00,9.432956723214594774e+00,2.842134846795056902e+01,9.041342199292667914e+00,3.796652837592867513e+01,-2.977638625559578145e+00,-3.281182199011170475e+00,-7.683627383081875983e+00,1.180900387777911575e+01,-8.364018920522404699e+00,2.907580059334616607e+01,-4.367545247275628206e-02,1.883834165405614414e+01,-8.855818149577915577e+00,2.342147007314830276e+01
