0.000000000000000000e+00,1.010398631603566777e+01,9.956606414989535025e+00,8.988138911788073671e+00,1.165518079385892314e+01,9.791596440455224482e+00,9.675415595338892061e+00,8.857925265903915601e+00,-3.311646703379036882e+00,1.116372027888221474e+01,1.165929150439830053e+01,1.085380178209300794e+01,1.173887013341891183e+01,1.009856351791572138e+01,2.640049350883942836e+01,9.931106854781543092e+00,1.019322735240315758e+01,1.039917248024963037e+01,1.049313419715778828e+01,1.014976169864824840e+01,9.073110999841693669e+00,1.488281617923545674e+01,1.006202469415975287e+01,1.127670741171080238e+01,9.989015825436917240e+00,9.545968562223571041e+00
9.609589800371249879e+00,0.000000000000000000e+00,8.411294024138861403e+00,9.814294872390028956e+00,9.638409050172642267e+00,1.084657679752139003e+01,1.112878257760107203e+01,1.043562762134661170e+01,1.604794631260105220e+01,1.004348875479297121e+01,1.000531669301112991e+01,1.019475268440493565e+01,1.183154045272871357e+01,1.022945987345793917e+01,6.525078843599577461e+00,9.852853814583507841e+00,1.031746036724575788e+01,1.170175169532478954e+01,1.235153111400096293e+01,1.089895360703354399e+01,1.058715595851534808e+01,-1.827198341227595080e+01,1.131453141786541394e+01,1.188876328649357461e+01,1.132702439086420831e+01,1.096939752198434803e+01
9.807528347365449761e+00,1.162368310945689309e+01,0.000000000000000000e+00,9.888413501117181426e+00,1.026036653233878049e+01,1.046641407632168708e+01,1.171324011065013337e+01,1.082220402778725088e+01,-9.354689606959146531e+00,1.031281365609381595e+01,1.074182099968468940e+01,1.003825802527195066e+01,9.480932528700389383e+00,1.043724599906603068e+01,1.058424963792908180e+01,1.107482129424029793e+01,9.136775074600050672e+00,1.109680720927258868e+01,1.037580505556756272e+01,9.553382315359352006e+00,1.095834204730196682e+01,-8.159635524770546766e+00,1.020581237279489706e+01,1.141888535862628551e+01,9.957874314402952010e+00,1.106138973585058594e+01
1.064914415513477053e+01,9.789818882842618919e+00,9.798395856600643938e+00,0.000000000000000000e+00,1.082929336058747793e+01,9.821214079574046352e+00,9.988184014775400854e+00,9.752560928962292763e+00,-2.278346699792838592e+01,1.024161885565766994e+01,1.155608181563034620e+01,1.082750047859155629e+01,9.924976745957316382e+00,1.264522129059922761e+01,4.749794217635319171e+01,1.025572564022890987e+01,1.052986521692498556e+01,1.017976475074329556e+01,1.009688137814866593e+01,9.923016412043866197e+00,1.037307753596700977e+01,-1.315460668696456814e+01,9.663566872834426391e+00,1.147627167450619901e+01,9.437950924949181086e+00,1.072098565329088693e+01
7.993714011771253958e+00,1.005733509746971954e+01,9.487322370520548276e+00,8.794407394880174422e+00,0.000000000000000000e+00,8.899129524812222414e+00,8.967304943451026134e+00,8.994074875615876152e+00,2.998637584425388880e+01,9.574541315128191954e+00,9.645432574344379617e+00,8.315436555819665898e+00,9.117558191230990872e+00,1.163580855435561645e+01,-2.343112662815292069e+01,1.117402597897054051e+01,8.357464399018464718e+00,1.012023866961059149e+01,1.014758394308578815e+01,1.006211772967467866e+01,9.879142934897656048e+00,-1.986392599879981180e+00,9.834101937049352316e+00,9.886957538704606918e+00,1.024563576460043102e+01,9.994674725280560779e+00
9.982261153022612632e+00,8.837524810452018542e+00,9.143051073249118588e+00,9.803723812402273197e+00,1.074538740913464707e+01,0.000000000000000000e+00,9.635603446030138741e+00,1.035610124106549002e+01,9.007042739921780949e+00,1.060469177460975310e+01,1.071912323831827862e+01,1.017505495434774510e+01,9.246763340981546619e+00,1.056595809162569566e+01,-2.900780865047773815e+01,1.287914331670872414e+01,1.010574143683346726e+01,9.662118302714381102e+00,1.115333648082454943e+01,1.059208804029408135e+01,1.066815774262656191e+01,-1.127051236467462747e+00,1.058722933100844266e+01,1.102077149669973899e+01,1.202553329864412035e+01,1.214375213869598724e+01
9.912457792507710863e+00,8.464777414698851032e+00,8.068787259419414326e+00,9.563988649141805354e+00,1.058272885039116318e+01,9.973202526217489705e+00,0.000000000000000000e+00,9.747177712850696452e+00,1.289765158323067373e+00,8.483414488532597275e+00,9.603891841111423133e+00,1.046718324919094378e+01,9.786912093420927050e+00,9.646282812555329045e+00,7.894684075642410370e+00,9.332029077796944350e+00,9.255437442128858549e+00,9.128662987632594650e+00,9.946957215718553513e+00,9.361092285907448129e+00,9.884092722122218788e+00,2.545946652232176977e+00,1.066287638667537863e+01,1.040761629388235576e+01,1.005307459405720927e+01,9.548637324126527659e+00
1.087601475507890747e+01,9.309928543660570099e+00,8.859404782055602112e+00,9.931635414185853605e+00,1.072189334727579535e+01,9.497287726901040728e+00,9.863063370932566798e+00,0.000000000000000000e+00,1.746282432417032293e+00,9.817998236002825507e+00,1.111010455458985113e+01,9.206842936751302275e+00,9.610297563911675667e+00,1.071354586399765196e+01,-3.409634718455694014e+01,8.972169040737476564e+00,8.913452681615655848e+00,9.946536155784970745e+00,1.012945698918214710e+01,1.004585880085773475e+01,8.940575307017253337e+00,2.176768796294701502e+01,9.896346971079227117e+00,1.039036134250967969e+01,1.007942445120649921e+01,9.215835341862600671e+00
1.594368859321511245e+01,-6.370569618383216337e+00,1.739649760427688818e+01,3.253383403445567978e+01,-1.497729342354022819e+01,8.095076030449853022e+00,1.147490435503587136e+01,1.139184795112994841e+01,0.000000000000000000e+00,1.586528095859573639e+01,2.042815315536108045e+01,1.581079374735846343e+01,1.643648753006594632e-01,-7.345308444225114641e+00,-4.450436349520971646e+01,1.322714395494318218e+01,5.228495505614449002e+01,2.062874220067975983e+01,8.947532293890159139e+00,-3.951820728011854911e+00,-3.111070524679906413e-01,-7.694010150649708280e+00,3.480254240997888360e+01,-1.117931138157544702e+01,1.982291650816313577e+01,2.017105568967237872e+01
8.746235372272360920e+00,9.728144632412654147e+00,9.460013246204416859e+00,9.310787867862988065e+00,1.018851870688113870e+01,9.081723439488969873e+00,1.103796102147377312e+01,9.929178219041553177e+00,-5.482945357965864019e+00,0.000000000000000000e+00,9.483596650022413144e+00,1.029593365124296689e+01,9.409124775106416649e+00,9.655442747958806748e+00,7.447364266347202388e+00,1.007678628173079005e+01,9.838371539663533838e+00,9.754530342053449488e+00,8.682101472990298774e+00,9.778017626940417983e+00,9.272719443701275210e+00,4.557472083518208095e+00,9.316235187066105539e+00,1.009899317766766380e+01,1.051407262928437092e+01,9.205698903695664015e+00
