-9.865472541956123109e+00,5.391169553007870568e-02,-7.847958425702015670e-03,3.536185386749392950e-02,3.276423805173890591e-02,2.338025505074501839e-02,3.859782373873818506e-02,4.603476848253471726e-02,-1.013474827907414602e-03,7.084084291852599247e-02,1.274020667395805127e-02,3.919305042844338505e-02,-5.998999773156345888e-03,-2.299739861588108447e-02,-7.942958515076994908e-02,-5.130755458729116536e-02,2.942257585480383825e-02,1.501805960733813561e-01,-1.243756946262138674e-01,-5.494844508656571321e-03,2.269223316411183439e-02,8.504645231895897883e-02,3.222890816745256019e-03,-3.318029730477917161e-02,-1.376003502292591323e-02,2.135610213365411389e-02,1.330220812414369992e-02,-1.043405593135587756e-01,2.065309597842124312e-02,5.268984425776244984e-02,1.683846193204665415e-02,-3.992697388335134101e-02,5.000000000000000000e+01,-1.814926107881764950e-01,5.286832364828864678e-02,-2.353033948294627753e-02,-6.229254356611311702e-03,7.211215975020271538e-04,-4.342404940122930601e-02,-6.753333293356678091e-01,5.000000000000000000e+01,-1.845215258505200406e+00,-1.690104819391281474e-02,5.000000000000000000e+01,5.000000000000000000e+01
-1.379454167661469180e-02,-9.837224139671036482e+00,2.775911677230834262e-02,4.984500268701368142e-02,5.510694172783200083e-03,1.136899296505200323e-02,-3.487333948578891230e-02,3.784944466348637987e-02,2.941381359132246368e-02,3.355556347498837855e-02,4.185007756485456011e-03,1.000903599561470542e-01,-4.047117530931789581e-02,9.601885744397995609e-03,3.202325751844382201e-02,-3.302463808475690488e-02,2.566203589512776675e-02,-9.331754928032925944e-03,-1.108678325313891821e-01,-3.026590847327936123e-02,4.492543921119886846e-03,1.299067397120220180e-01,-8.172439996607995874e-03,-7.401431065741896631e-02,2.472112032272018659e-02,-3.615379154669386835e-02,-3.917484675800211522e-03,3.018507456331857505e-02,-5.157036456098632211e-03,-2.990125057227672328e-02,2.716694382457746429e-02,-7.009370220599700843e-03,5.000000000000000000e+01,-2.300536038819902401e-02,-3.471875520275488625e-02,-4.204609548038015787e-03,4.875118262549996834e-02,2.915476673878521219e-02,4.310505690420958491e-02,5.000000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,-2.143275497037571212e-02,5.000000000000000000e+01,5.000000000000000000e+01
-4.683214848938201808e-02,2.317255133538411588e-02,-9.741614288479617301e+00,3.233491981468838289e-02,-1.402685191965357958e-01,-2.484489254407967231e-03,-4.763640503695442535e-02,-4.948613612953766012e-03,-9.601180721689110686e-02,1.886643346679599612e-02,-2.634001774456598208e-02,-2.365024035281906509e-02,-5.018548866955309384e-02,2.339141499653629719e-02,-3.038226524573557283e-02,-6.891628325983223391e-02,3.290997107830277713e-02,-1.974907888104358161e-02,7.401511984946050442e-03,-7.071164531137261178e-02,-3.110453814817012996e-02,3.342757143697682679e-03,-9.288482778018562758e-02,-3.123085881130522323e-01,-1.633398050969019633e-01,7.453723137382039544e-03,-5.945566163792916775e-02,-9.474842011406504894e-02,-1.586184748540329648e-01,-1.030901968643746919e-01,-4.273267891505134336e-02,-7.118068907738984985e-02,5.000000000000000000e+01,-1.840307946226255389e-02,-2.277877440585976757e-02,-3.944316672404886426e-02,3.421253918083938528e-02,3.116358605898388381e-03,-8.624598108016019726e-02,-2.023668874772821091e+00,5.000000000000000000e+01,-5.570227141692477568e-01,-4.870545962545039936e-02,5.000000000000000000e+01,5.000000000000000000e+01
-3.609574803972803725e-02,-4.421978159286105159e-02,2.931211736717891092e-02,-9.821676566314835100e+00,-1.404569026936519291e-02,4.348104505070056469e-02,-3.266109914271198705e-02,-4.186029645888332540e-02,-5.873917673218517765e-02,-1.334301944531813278e-01,-5.334070501798558739e-02,-6.062183476416763833e-02,-2.689041754295414845e-03,4.018013988183335300e-02,-2.107844855110884916e-02,6.479637116246990229e-03,-1.793619266835194681e-02,4.208864579150317642e-02,1.215398781191390394e-02,-6.203996762210636090e-02,-3.937834398627342719e-02,-5.136110213857460194e-02,-1.071753136962999564e-01,6.775572346607239109e-03,-4.773093853018001154e-02,4.635241349484692935e-03,-6.038226023390464575e-02,-6.176928963638753795e-02,-3.377601361278458059e-02,8.000722174750739529e-04,-8.114527983098072939e-02,-7.806314817907673842e-02,5.000000000000000000e+01,1.746559030907328738e-02,-6.193131102546028943e-02,-1.349894098386458623e-02,5.177408278780307183e-02,-3.254082153470785280e-03,6.721953211306121168e-03,2.867795028567048932e-01,5.000000000000000000e+01,1.256154514103453135e+00,6.577910941572012379e-03,5.000000000000000000e+01,5.000000000000000000e+01
4.843145225356462746e-02,-1.132313766307288389e-01,6.163972576481500237e-02,3.803791968002084856e-02,-9.823866432552547323e+00,6.322471337156961024e-02,-6.121627300738809868e-02,1.889785270396966699e-02,-3.150656985745832472e-02,1.471948756019215987e-02,1.233189138107421753e-03,1.073093406442127314e-02,6.718168028030029743e-03,-2.702597116113243658e-02,-9.529564004044677183e-02,-2.700923458718913484e-01,9.943969544832062524e-02,6.815889501923758087e-02,-3.394073218211216686e-02,1.961059807028964902e-02,-2.044512353559349918e-02,-4.952695481850352688e-02,-1.827060906535990167e-02,-1.279472697352495580e-01,2.225122325218422542e-02,8.468972913231084462e-03,-2.302640770392018130e-02,4.002026186937638480e-02,1.278955173867445116e-01,-7.039551978068288307e-02,9.310945320603003506e-02,4.899997563229992886e-02,5.000000000000000000e+01,-1.301960709136718367e-02,5.001649711182534069e-02,-5.793615844973960122e-02,-4.306254035828740306e-02,-5.866805000183222818e-02,-4.186378983938896653e-02,5.000000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,-1.210122607506781273e-01,5.000000000000000000e+01,5.000000000000000000e+01
7.681173042003645694e-03,-3.490807854356527129e-02,-1.011546114931351215e-02,-5.615542054887862067e-02,5.791099110114191623e-02,-9.875099417156752324e+00,-2.286582976252499871e-02,-1.028234871898143880e-02,-6.828288207714285941e-03,-2.462476363251242528e-02,-1.014342896087186549e-03,-1.391908324049588863e-01,-8.117145406099335325e-02,-7.368857221252554657e-02,-8.383468359854109875e-03,-1.204442477091994049e-02,2.124466162275976400e-01,4.934474725219880568e-04,-9.597335255708723534e-02,-1.396503251210151342e-01,-5.283492241383176691e-02,-6.158389037433714686e-02,1.692795630152728673e-02,-4.217758960263066903e-02,-1.993235684438575406e-01,-1.345279034509586913e-01,-7.346117162278917312e-02,-9.301616868736155286e-02,-9.701357996998054289e-02,-3.930574619583916685e-02,-1.329007410757530594e-01,-2.230609085261512844e-02,5.000000000000000000e+01,-2.316209194317522466e-02,-2.208098456235070839e-01,-1.906235362073675083e-02,-3.659066233417041653e-02,-5.087608889930695516e-03,1.155163486274989092e-03,1.886564513495454509e+00,5.000000000000000000e+01,-7.667420846758127295e-01,-6.587063003846443943e-02,5.000000000000000000e+01,5.000000000000000000e+01
1.457194128674892987e-02,1.822150802931584226e-02,3.674692630656087311e-02,5.253018129688789839e-02,2.393822577438257937e-02,7.272768031058647609e-02,-1.000582913750817582e+01,3.933426838321586738e-02,2.172258794810351737e-02,1.006208250585319541e-01,6.450178400067005380e-02,4.558020316572913150e-03,-7.427770570473980760e-02,-9.931757220288415372e-03,-8.679223704828634492e-03,2.385591308854524369e-04,6.681529618110304547e-02,-4.698704048875435545e-03,-4.945245586358351653e-02,-1.542488293104604495e-02,4.455385683279609182e-02,-4.836397522928056331e-02,3.347347761002917449e-02,-3.545723924513199260e-02,7.303926224006973209e-03,7.736197994030738490e-02,-3.316213824558832818e-03,-2.927525322993893009e-02,6.738961271561114130e-02,-1.929645605646995677e-03,-3.207126487501864298e-02,1.889767517027618471e-02,5.000000000000000000e+01,2.159137413068494896e-02,-4.813265110004833099e-03,4.172708849059512948e-02,-1.533882706876002304e-02,1.086598237308917386e-01,1.087103192046864758e-01,5.000000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,2.219121807287416023e-02,5.000000000000000000e+01,5.000000000000000000e+01
-6.859232133428422307e-02,5.876778595965925084e-03,-4.478680780284726576e-02,-6.710707802516380389e-03,-4.473918229892755172e-02,2.886215573535456588e-02,-1.525270463365985436e-02,-9.874118187916041123e+00,-7.759931543092135620e-02,-4.494507070969414736e-02,-4.313097941895371878e-02,-1.171231423951011180e-01,-1.257849140500096226e-02,-1.300847423003473058e-01,-7.849677790923809129e-02,-7.654500112583730032e-02,9.687966918245988213e-02,-3.209140932603586627e-02,2.606774834566472770e-02,-6.007217652528188540e-02,3.478689621937258725e-02,-6.960541473843104288e-02,-1.369983352083154471e-01,-1.320240551038515675e-01,2.276185420614090446e-02,5.282024001963855214e-02,-6.858781271431625692e-02,-1.614936047027515018e-02,-6.721581188562376907e-02,-3.387210980900808802e-03,2.082523993041233978e-02,-3.338359544107993154e-02,5.000000000000000000e+01,-8.308211248240708613e-02,-9.000656090865440107e-02,-6.645807834915694323e-02,-3.239705254694560249e-02,-3.795257667258743889e-02,-9.350936696544628890e-02,5.000000000000000000e+01,5.000000000000000000e+01,-1.204955361915455603e+00,-3.859854089199401400e-02,5.000000000000000000e+01,5.000000000000000000e+01
-4.209590508547623317e-02,7.874652481521676045e-03,6.267382685705301382e-02,1.937215247569696458e-02,-1.626515726439142382e-03,7.100056239816755635e-04,-4.426323201688182017e-03,3.821473725415999723e-02,-9.930354493144943007e+00,2.348932879844414096e-02,-6.258844794870196959e-03,-3.998902762584202047e-02,-1.131534124334636175e-02,3.057344284644764043e-02,-3.311482998179650361e-02,4.846053639532529184e-02,2.810594459919001087e-02,1.174622572245740543e-01,-2.787160586226552009e-02,-2.220577476066655162e-02,7.640711329809843355e-02,6.251462254470764590e-02,3.384976354073752913e-02,1.936487411726686009e-02,1.964268240921792849e-02,1.503771447091764753e-02,-3.875729811407116476e-02,-1.093531318651560225e-01,1.512513936838786981e-02,-1.410180823484015467e-02,-4.270340959967211525e-02,4.432460857167842827e-02,5.000000000000000000e+01,-1.105729623463046207e-01,4.040753863955362339e-03,-5.887694829429883023e-03,3.462416513791511524e-02,-2.257309693405914336e-02,-1.905423385874872866e-02,7.311479400528833050e-01,5.000000000000000000e+01,-1.667626224874007246e+00,-9.507782575194322072e-02,5.000000000000000000e+01,5.000000000000000000e+01
3.276055614685211958e-03,3.129054168855979062e-02,9.574967925484022258e-02,8.862015855376405293e-02,2.171573023006390449e-02,7.916199052352895782e-02,-1.065826380087177144e-01,8.367785422809608485e-04,-1.002465144105243143e-02,-9.867936003023810798e+00,4.085804844237331257e-02,-1.643920348604924545e-02,-4.540590449208143503e-03,4.454664884065448124e-03,4.901343403302536178e-03,-1.203736869322814956e-01,9.434966128767512117e-02,-9.114341554216174451e-03,-2.743416140139735490e-02,-2.463731800268578048e-02,-1.093757469489394507e-01,1.137906263478125207e-01,-3.863032363866178692e-03,1.148501345099325333e-01,-3.401886256574814665e-02,1.600405002425693904e-02,-1.434441143737036697e-02,3.626134924170973384e-02,-8.157229794444283144e-02,-2.440837472570121444e-02,-6.797850665084921584e-02,-1.582314372671064090e-02,5.000000000000000000e+01,-8.061309834421134801e-02,-1.938210056395167635e-02,-3.874796632447442737e-03,-3.351080990345055993e-02,5.761820596227070282e-03,3.684903857608187727e-02,-2.861336129828923602e-01,5.000000000000000000e+01,7.411526201567238958e-01,-1.316967464303034005e-02,5.000000000000000000e+01,5.000000000000000000e+01
